1;1;1;186.28206;62.43148750000000000027;2024-09-16 08:00:00+10;
2;1;2;2332.18589;542.32684666666666593327;2025-02-04 09:00:00+10;
3;1;3;1060.46475;301.44723149999999936692;2025-02-06 09:00:00+10;
4;2;1;220.02881;73.68040416666666666702;2024-09-16 08:00:00+10;
5;2;2;2496.56089;597.11851333333333343327;2025-02-04 09:00:00+10;
6;2;3;1129.25975;324.37889816666666603367;2025-02-06 09:00:00+10;
